BASC	DC_C18	Mast_C17	Ciliated.cells-C7	Fibroblasts-C6	Prolifirating.Mac_C16	CD8_C15	Clara-C5	Endothelial.cells-C4	GaDelT_C14	B.cells_C13	Plasma.cells_C12	Clara-C3	AT2-C2	Mac.DC_C11	CD4_C10	Plasma.cells_C9	AT2-C1	AT2-C0	Mac_C8	CD4_C7	CD4_C6	Neutrophil_C5	NK.cells_C4	Mono_C3	B.cells_C2	CD8_C1	CD8_C0
SH3TC2	0	0	0	0	0	0	0	0	0.0962132326417704	0	0	0.0815122075957555	0.0414188883706878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3TC2-DT	0	0	0	0	0.0384192177698263	0	0	0	0	0	0	0.15378263184732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM3	0	0	0	0	0.176409539529678	0	0	0.253955217312931	0.466962097971799	0	0	0	0	0	0	0	0	0	0.136086445563947	0	0	0	0	0	0.0331750523833858	0	0	0
AFAP1L1	0	0	0	0.0567470790545223	0	0.0669984738828648	0	0	0.563940296683754	0	0	0	0	0	0	0	0	0	0	0.0308643148885668	0	0	0	0	0	0	0	0
GRPEL2	0	0	0	0	0	0	0	0	0.234170491164187	0.0479704858744349	0	0	0	0	0	0	0	0	0	0	0.0853737967624918	0	0	0	0	0	0	0
GRPEL2-AS1	0	0	0	0	0	0.076354178772592	0	0	0	0	0	0	0	0	0	0.0507936549336189	0	0	0	0	0.0492925788834033	0	0	0	0	0	0	0
PCYOX1L	0	0	0	0	0	0.268080350486755	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119958805308601	0.057861190282562	0	0	0	0.0543261907954025	0	0	0
CARMN	0	0	0	0	0.472152648804084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSNK1A1	0.631192253553364	0.684421288269749	0	0.899397680931516	0	0.926690336216652	0	0.770606906154276	0.225851164185072	0	0	0	0.544686488829976	0.592169625339706	0	0	0	0	0.656169716326139	0.417686221732807	0	0	0.403073198292056	0	0.345835567411004	0	0	0
ARHGEF37	0.171335929693983	0	0	0.550495524868047	0	0	0	0.126325072668307	0.0333375608729003	0	0	0	0.0636396592701356	0.0594339530346132	0	0	0	0	0.105788344590511	0	0	0	0	0	0	0	0	0
PPARGC1B	0	0.235392504363512	0	0	0	0.446987410915546	0	0	0	0	0	0	0	0	0	0	0	0	0	0.482020697351084	0	0	0.137819800005138	0	0.412878780884032	0	0	0
PDE6A	0	0	0	0	0	0	0	0	0.0652648436722753	0	0	0.182971331282337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC26A2	0	0	0.351478523375508	0.0680829050813101	0	0.255940265085682	0	0.0454246729600429	0.233585743625484	0	0	0	0	0.0488688842020726	0	0	0	0	0	0.0677492422167851	0	0	0.0540255744266441	0	0	0	0	0
TIGD6	0	0	0	0.0349961030412793	0	0.083786097016325	0	0	0	0	0	0	0.0484117499398899	0	0	0	0	0	0	0.0566218310571502	0	0	0	0	0.0359029903748441	0	0	0
HMGXB3	0	0	0	0.369911040628012	0	0.513837455503936	0	0	0	0	0	0	0.150555405359067	0.248146837759514	0	0	0	0	0.180589917013289	0.222779450468478	0	0	0.150414222290885	0	0.235457102189808	0	0	0
CSF1R	0	0	0	0	0	0.611201416947617	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41354430074966	0	0	0.448567996416085	0	0.513019884337247	0	0	0
PDGFRB	0	0	0	0	0.534702879795348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARSI	0	0.165607428680152	0	0	0.0722531704704575	0	0	0.195096143372401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCOF1	0	0.414457990430281	0	0	0	0.404911740861902	0	0.306273493107736	0	0.0492963272098454	0	0	0.0331439743127808	0	0	0	0	0	0	0.0560057560021386	0	0	0.033084821052747	0	0.127214593560165	0	0	0
CD74	0.0891124566657882	1	0	0.0474724941788864	0	1	0	0.794137587179247	0	0.176885484436235	1	0	0.165173683438303	0	0.204100726411227	0	0	0	0	1	0	0	0.916267289829073	0	1	0.816636070629969	0	0
RPS14	0	0.569705767591344	0	0	0.0553963591023625	0.258223441087218	0	0.13252202531606	0	0.0385652295735384	0	0	0	0	0.31237024707461	0	0.196293458192469	0	0	0.228089501758817	0	0	0	0	0	0	0	0
NDST1-AS1	0	0	0	0	0	0	0	0	0	0	0	0.0587229959786865	0	0	0	0	0	0	0.038198373232704	0	0	0	0	0	0	0	0	0
NDST1	0.111109063053178	0	0	0.226053266001151	0	0.335412326408871	0	0.162759093654472	0.27788540070768	0	0	0	0.29991684701069	0	0	0	0	0	0.193661440259365	0.237864775009555	0	0	0.0385960938328721	0	0.0919330208581776	0	0	0
SYNPO	0	0	0	0	0.125870943904513	0	0	0.1143161968313	0.445430356934528	0	0	0	0.354273417673604	0	0	0	0	0	0.221364529514115	0	0	0	0	0	0	0	0	0
MYOZ3	0	0	0	0	0	0	0	0.120253186336044	0.0499436128617662	0	0	0	0.0462188638895632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBM22	0	0.0997851119513761	0	0	0	0.275010029167999	0	0.121179107618503	0.0645656094558539	0.097301048793566	0	0	0.076096546795628	0	0	0	0	0	0	0.0949007203828416	0	0	0	0	0.0628246579466969	0	0	0
DCTN4	0.152755074539344	0.07574543752755	0	0	0	0.456620865866684	0	0.0505921078883997	0	0	0	0	0.276526283782793	0.110707281904252	0	0	0	0	0.204512454092508	0.246073667808172	0	0	0.138362735785053	0	0.438806446087361	0	0	0
SMIM3	0	0	0	0	0.270905089144201	0.274224059485615	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0821076040976038	0	0	0.132277240392864	0	0.274348540045535	0	0	0
IRGM	0.0352161177451815	0	0.0354107957422625	0	0	0	0	0	0	0.0418204183572947	0	0.03056889505725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF300	0	0	0	0	0.0510167294243448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPX3	0	0	0	0	0.0970498293935607	0.303727241575266	0	0	0.330789291420463	0	0	0	0.132706270075299	0	0	0	0	0	0.0490206499395834	0.288156113150497	0	0	0	0	0.22832724896	0	0	0
TNIP1	0	0.265488965054758	0	0	0.0851004109131734	0	0	0.0731374791219357	0	0.127595634578847	0	0	0.10612742953404	0.100459763484232	0	0.0341158526360199	0.239401855505494	0	0.107631743123417	0	0.128884644322049	0	0	0	0	0	0	0
ANXA6	0	0.437591776732056	0	0	0	0.123025745637603	0	0	0	0.215469781470931	0	0	0	0	0	0	0.211714379808953	0	0	0	0	0	0	0	0	0	0.118580179412879	0
CCDC69	0	0.0765877592538497	0	0.260755157352514	0	0.0308584295792245	0	0.256850682676601	0.278299919295756	0.273010734717538	0	0	0	0	0	0	0.322232161261596	0	0	0	0	0	0.0406822701733144	0.0322171551098242	0	0	0	0
GM2A	0	0.0659681117945269	0	0	0	0.777438990367291	0	0	0	0	0	0	0	0	0	0	0	0	0	0.618870873412594	0	0	0.152180584282025	0	0.550080114865349	0	0	0
SLC36A1	0.136398052089824	0	0	0	0	0.451477975319074	0	0	0	0	0	0	0	0.100741328126525	0	0	0	0	0	0.197193887068617	0	0	0.131121022582954	0	0.564652103221973	0	0	0
FAT2	0	0.0403916704235598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPARC	0	0	0	0	0.83404391989475	0.358255599071983	0	0	0.735919956110357	0	0	0	0	0	0	0	0	0	0	0.333217088837615	0	0	0	0	0.0612613143911481	0	0	0
CLMAT3	0	0	0.0499360009389791	0	0.104910357217579	0	0	0	0.102411366684155	0	0	0.102951510954613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATOX1	0	0.345786641722762	0	0.0951645367729996	0	0.350749487722921	0	0	0	0	0	0	0.045568763758413	0	0	0	0	0	0.0954935684221705	0.258541017614766	0	0	0.0421702998066062	0	0.301985718882016	0	0	0
G3BP1	0.0462808811707923	0.372484872728809	0	0.146006272708824	0	0.662524262810656	0	0.348988946644844	0	0.138236060374354	0	0	0.267955183077575	0	0	0	0	0	0.171737702204752	0.228797700952959	0	0	0	0	0.260088908276407	0	0	0
GLRA1	0	0	0	0	0	0	0	0.0725036164999224	0	0	0	0.112858629302542	0.0464322673140331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01933	0	0	0.0542416013639037	0.0327101693879605	0	0.0319390284093706	0	0	0	0	0	0.177060703597091	0.0414495619213594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC008571.2	0	0	0	0	0.0487526147725826	0	0	0	0	0	0	0.265554711908744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01470	0	0	0	0	0.134818172946505	0	0	0	0	0	0	0.331069940326942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIA1	0	0	0	0.035508501213625	0.0747620985745444	0	0	0.0823041974512028	0	0	0	0.19871728580038	0.0552006315891655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM114A2	0	0	0	0	0	0.353920586086875	0	0	0.154006433438649	0	0	0	0.0973388710609569	0.0929144844482217	0	0	0.071897744373118	0	0.0502077611173531	0.147093872167502	0	0	0	0	0.0439693388655751	0	0	0
MFAP3	0	0	0	0.0379594516281963	0	0.375167119844188	0	0	0.200252532409873	0	0	0	0.0869034552390614	0	0	0	0.0329271800264852	0	0.0508089781630521	0.0827888041036169	0	0	0	0	0	0	0	0
GALNT10	0.365460887689035	0	0	0	0.0339820806538409	0.106687804099434	0.328157668512974	0.457466915535032	0	0	0	0	0.594987444888124	0.150343269156909	0	0	0	0	0.296433199355157	0	0.0459394133705638	0	0	0	0	0	0	0
SAP30L-AS1	0.166188789247417	0.0382238459268266	0	0	0	0.18185576431417	0	0.0709930634796151	0	0	0	0	0.20137014772989	0.0402757668646526	0	0	0	0	0.132663862626008	0	0	0	0	0	0	0	0	0
SAP30L	0	0	0	0	0	0.251877026728808	0	0.0489219693883991	0	0	0	0	0.0962900310009611	0	0	0	0	0	0.0421686223329188	0.0782658846457879	0	0	0	0	0	0	0	0
LARP1	0.112896388436194	0.0358788759958622	0	0.175631338858553	0	0.550281621425242	0	0.186122725463543	0	0	0	0	0.333334223482224	0	0	0	0.125135474701046	0	0.317579054894286	0.466721592004288	0	0	0	0	0.278243844723303	0	0	0
FAXDC2	0	0	0	0.235318909586409	0.103657683138703	0.116898081391128	0	0.198449404763196	0	0	0	0	0.180774019366654	0	0	0	0	0	0.123487730573236	0.236276737166681	0	0	0	0	0	0	0	0
CNOT8	0	0.111016626340154	0	0	0	0.412476132539138	0	0.249305044941757	0	0.105228316429167	0	0	0.041913788703467	0.0318061593872754	0	0	0	0	0.165942117984076	0.0666100253089837	0	0	0	0	0.0728666068405235	0	0	0
GEMIN5	0	0	0	0	0	0.236973720510526	0	0	0.0640005882982343	0	0	0.0362640370059274	0.197664535521236	0	0	0	0	0	0.0964796752232197	0.236144170196677	0	0	0	0	0	0	0	0
MRPL22	0	0	0	0.0405815932085456	0	0.0995272947478843	0	0	0	0.0385990052934915	0	0	0.099357081387764	0.0641665805157654	0	0	0	0	0.127549200238609	0.0476421661098908	0	0	0	0	0	0	0	0
SGCD	0	0	0	0	0.819945247912982	0	0	0	0	0	0	0.35618973880031	0	0	0	0	0	0	0	0	0	0	0	0.3229367088297	0	0	0	0
AC025434.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170900102558968	0	0	0	0	0	0	0	0	0	0	0
TIMD4	0	0.0509857448825823	0	0	0	0	0	0	0	0	0	0.0421236807337694	0	0.151551047828391	0	0	0	0	0.0330992923577041	0	0	0	0	0	0	0	0	0
HAVCR1	0.0481251145278344	0.418032939794248	0	0	0	0	0	0	0	0.120571575413721	0	0	0	0	0	0	0	0	0	0	0	0	0.18579703335038	0.0538039976212684	0.0639104846362448	0	0.235405957789757	0
HAVCR2	0	0.79507308560329	0	0	0	0.793524937489254	0	0	0	0	0	0	0	0	0	0	0	0	0	0.627254763504569	0	0	0.587982126770011	0	0.716238010730785	0	0.0480260109199196	0
AC011377.1	0.0330780139166622	0	0	0	0	0.0806561353460749	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0515681831010921	0	0	0.04331768438369	0	0.0511572419185579	0	0	0
MED7	0.10261089559387	0	0	0	0	0.16406630078845	0	0	0	0	0	0.0719309385297141	0	0	0	0	0	0	0.0333344584538581	0.0804552458940612	0	0	0	0	0	0	0	0
ITK	0	0	0.139115183956362	0	0	0	0.549276492252287	0	0	0.421303146986673	0	0.0749745179042266	0	0	0	1	0	0	0	0	0.849992960493362	0.984959771797094	0	0.300099180166113	0	0	0.936334550771622	0.608633478861417
AC010609.1	0	0	0	0	0	0	0.0894301710444269	0	0	0.050479200393429	0	0	0	0	0	0.190956447776468	0	0	0	0	0.239001070760182	0.195148742481301	0	0	0	0	0.222610950141205	0.102166437079854
AC009185.1	0	0.0333100720868979	0	0	0	0	0	0	0	0.0428101613318313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYFIP2	0	0.34327981437524	0	0	0	0	0.0361995385718248	0	0	0.533688046263144	0.519479661536684	0.0567297526551946	0	0	0	0.268135006239892	0	0	0	0	0.234131903597608	0.245751039560647	0	0.124525114439661	0	0.416368528863589	0.23879179555617	0.192029572768325
AC008676.1	0	0.225762863778113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0448739137931197	0	0	0	0	0	0	0	0	0	0	0
ADAM19	0	1	0	0	0.1470058929999	0	0.1555385762017	0	0	0.375443253122075	0.349582006408409	0	0	0	0	0.30467950836448	0.462169835180057	0	0	0	0	0.267561387189644	0.0945750615984286	0	0	0.118117544367953	0.265367081391491	0
NIPAL4	0	0.0692908206047471	0	0	0	0	0	0	0	0.0565928024870797	0.0306563588492162	0	0	0	0	0	0	0	0	0	0	0	0.0360249576429546	0	0.0666110738780196	0	0	0
SOX30	0	0	0	0.0600676982046069	0	0	0	0	0	0	0	0.0540787797526201	0	0.0312941590177821	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THG1L	0	0.059456492246571	0	0	0	0.0411113232087195	0	0.0333873759273403	0	0.0475822030946179	0	0	0	0.0554850148432659	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LSM11	0	0	0	0	0	0.198932144900485	0	0	0	0.0862232301408172	0	0	0	0.0989273837253878	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLINT1	0.37387055902266	0.252547404616142	0	0.122359951029041	0	0.346683105661914	0	0.431912630366845	0	0	0	0	0.564224991839947	0.879582533178987	0	0	0.219800427008875	0.112739208531372	0.676747720747977	0.131174536882524	0	0	0	0	0.188382911958006	0	0	0
LINC02227	0	0.118288147776674	0	0	0	0	0	0	0	0	0.0505058566945651	0.0695708782905118	0	0	0	0	0.202970491586141	0	0	0	0	0	0	0	0	0	0	0
EBF1	0	0	0	0	0.177468630229864	0	0	0	0.542558581199867	0.399441138106732	1	0.214002454271987	0	0	0	0	0.300858130063757	0	0	0	0	0	0	0	0	1	0	0
LINC02202	0	0	0	0	0	0	0	0	0	0.115722323643228	0.0932779109234897	0.0309258583116706	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146882801917785	0	0
RNF145	0.985404665833327	0.410090667887381	0	0.20308193597734	0	0.306933066761505	0	1	0	0	0	0	1	0.60658093057706	0	0	0	0.0351045133610952	0.768505206104053	0	0	0	0.0844315104602905	0	0.163793039690322	0	0	0
AC134043.2	0	0	0	0	0	0	0	0.170341461663167	0	0	0	0	0.100335194209168	0	0	0	0	0	0.0512699144935745	0	0	0	0	0	0	0	0	0
UBLCP1	0	0	0	0.0581502769684554	0	0.324307969340031	0	0.0337650150783847	0	0	0	0	0.170175438366241	0.424538635433595	0	0	0	0	0.281321200792966	0.12258856017639	0	0	0	0	0.122820827252354	0	0	0
AC008691.1	0.531978995501009	0.262758502566307	0	0	0	0	0	0	0	0	0	0.240729502793722	0.0623033435218995	0.409191501028705	0	0	0	0	0.128229269742039	0	0	0	0	0	0	0.228085648187025	0	0
AC008703.1	0.34422306691116	0	0	0	0	0	0	0.0440420021980993	0	0	0	0	0.0612168804025746	0	0	0	0	0	0.107065846389921	0	0	0	0	0	0	0	0	0
LINC01847	0.0364067885195311	0	0	0	0	0	0	0	0	0	0	0.222378754772439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA1B	0	0	0	0	0	0	0	0.0883400614249747	0	0	0	0.113671534997649	0.200623058207597	0	0	0	0	0	0.173754085468725	0	0	0	0	0	0	0	0	0
TTC1	0	0.0684488413920084	0	0	0	0.459650705043165	0	0.0488493128260192	0	0.0336268030468218	0	0	0.199672522290757	0.503549775765132	0	0	0	0	0.212093739670816	0.273549868926406	0	0	0	0	0.0908867180806712	0	0	0
PWWP2A	0.0762839386805296	0	0	0.0441068209571256	0	0.276670500618595	0	0.219129249484095	0	0.031041536099508	0	0	0.397803403846526	0.43178132182951	0	0	0	0	0.342012984625594	0	0	0	0	0	0	0	0	0
FABP6	0	0	0	0.533883703704577	0	0	0	0	0	0	0	0	0	0	0.0354568560751339	0	0	0	0.0551763848055258	0	0	0	0	0	0	0	0	0
CCNJL	0.424526347699637	0	0	0.157703773190243	0	0	0	0.412172070053611	0	0	0	0	0.629306396663949	0.0907925222880508	0	0	0	0.113514100370134	0.494945137627812	0	0	0	0	0	0	0	0	0
ZBED8	0.104190240679839	0	0	0.0961200417866154	0	0.0431545560585045	0	0	0	0	0	0	0	0.0927392172772666	0	0	0	0	0.090205972709558	0	0	0	0	0	0	0	0	0
SLU7	0	0	0	0	0	0.264368657379434	0	0.081826666857459	0	0.156639569854602	0	0	0	0.36459515016575	0	0	0	0	0.105193463554682	0.198984740118678	0	0	0	0	0.0645466407516782	0	0	0
PTTG1	0.139636916088591	0	0	0	0	0.488590655556453	0	0	0	0.406473983930596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3142HG	0	0	0.0470442227733735	0	0	0.200796305338277	0	0	0	0.200680143662483	0	0	0	0	0	0.197054599151107	0	0	0	0	0.259842382248811	0	0	0	0.0433211864485424	0	0.121828208862154	0
ATP10B	0.300713521149933	0	0	0	0	0	0	0.177660737245052	0	0	0	0	0.592700158321015	0.568385000494145	0	0	0	0.0367178611549094	0.448209302203863	0	0	0	0	0	0	0	0	0
GABRB2	0.131420093535411	0	0	0	0.0950728414174712	0	0	0.0949807847495928	0	0	0.0394317950022747	0.18450473450292	0	0.328727284987285	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABRA6	0	0	0	0	0.0800167022853028	0	0	0	0	0	0	0.167561579176494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC113414.1	0	0	0	0.397706841768523	0.0798973528494238	0	0	0.15953245740861	0	0	0	0.465386096432135	0	0.0441329429662453	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCNG1	0	0	0	0.0698518902519843	0	0.185617297150487	0	0.0711419711769248	0	0.0458989895499026	0	0	0.118129387620908	0.084569998738665	0	0	0	0	0.105997522947165	0.0442425096873913	0	0	0	0	0	0	0	0
NUDCD2	0	0	0	0	0	0.0814290789130879	0	0	0	0	0	0	0.0718409909404263	0.223985494709344	0	0	0	0	0.144693355251927	0.0341731663586361	0	0	0	0	0	0	0	0
HMMR	0.293368370189839	0	0	0	0	0.659343668926487	0	0	0	0.33929413582973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAT2B	0	0.0921555166879155	0	0.0437391586188822	0	0.224288562666021	0	0.0326326187219137	0	0	0	0	0	0	0	0	0	0	0.0356572857394937	0.159494072129289	0.0555986035759998	0	0	0	0.0561826225611932	0	0	0
AC109466.1	0	0	0	0	0.104777808822995	0	0	0	0	0	0	0.400156743161458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC008415.1	0	0	0	0.072482418121697	0.0723391139788418	0	0	0	0	0	0	0.310789347531664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TENM2	0	0	0	0	0.0757986251612759	0	0	0	0.0942792229194348	0	0	0.432502526941027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC026689.1	0	0	0	0	0	0	0	0.0315442069594534	0	0	0	0.0772967151109936	0	0.0876884327254169	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WWC1	0.478370252169709	0	0	0.709374164541046	0.0378804427310128	0	0	0.870626317840165	0	0	0	0	0.780083832093053	0.792290238634713	0	0	0	0.0590294807094813	0.801679838819562	0	0	0	0	0	0	0	0	0
RARS	0.0580041627753775	0	0	0.059460260612057	0	0.463387076421727	0	0	0	0	0	0	0.18865475206028	0.529273689488356	0	0	0	0	0.36949095008287	0.14455438607883	0	0	0	0	0.0908072609059837	0	0	0
PANK3	0.0822061542447062	0.235537509702985	0	0	0	0.441366300398688	0	0.124415541308372	0	0.0619157800324878	0	0	0.265071456817435	0.481183941305593	0	0	0	0	0.242439300453927	0.212820150799149	0	0	0	0	0.0830256500488979	0	0	0
SLIT3	0	0	0	0	0.576378307728768	0.103845044790872	0	0	0	0	0	0.311491337123573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPDL1	0.146213556946365	0	0	0	0	0.51497305574584	0	0	0	0.281055328214826	0	0	0	0.0389062656251333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOCK2	0	1	0.184584286979828	0	0	1	0.0783713828068919	0	0	1	0.296171429989115	0	0	0	0	0.118118942617802	0.187208801619646	0	0	1	0.229094979416877	0	0.928403805875437	0	1	0.33125159125347	0.163129144407265	0.0930738072019791
INSYN2B	0	0.247814381453404	0	0	0	0.339255512005897	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191610236644783	0	0	0.0468735269247105	0	0.110249791872509	0	0	0
C5orf58	0	0	0	0	0	0.0943424303038349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0339747743649471	0	0	0	0	0
LCP2	0	0	0.0980393203270506	0	0	0.965401129683677	0.0789009038837067	0	0	0	0	0	0	0	0	0	0	0	0	0.645057836087102	0.0773120513988342	0	0.809156373944373	0	0.905926210784002	0	0.108427578336205	0
LINC01366	0	0	0	0	0	0.11251314821479	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0572813471995896	0	0	0.0864902819967167	0	0.117919627024225	0	0	0
KCNIP1	0	0	0.282492196043657	0	0.274808265117454	0.170719666500922	0	0	0	0	0	0.197892690554849	0	0	0	0	0	0	0	0	0	0	0.134880011154273	0	0.0442834603025577	0	0	0
KCNMB1	0	0.0653649793702978	0	0	0	0.370600920233857	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103518726023266	0	0	0.264158615185072	0	0.170411505288451	0	0	0
RANBP17	1	0	0	0.308911938779034	0	0	0	1	0.0602576708166485	0	0	0	1	1	0	0	0	0.336877431942145	1	0	0	0	0	0	0	0	0	0
NPM1	0.218643748876156	0.311994243469603	0	0	0	0.735800008891775	0	0.436292033810129	0	0.130285496076575	0	0	0.424385350245896	0.213205703069954	0	0	0	0	0.30300887498168	0.100078787127965	0	0	0	0	0.258915466389564	0	0	0
FGF18	0.297369892523551	0	0	0	0.0618093500753842	0	0	0.421460399801748	0	0	0	0	0.0676749618889049	0.0576486105781994	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXW11	0.802071681846016	0.133566214095842	0	0	0	0.66850485439654	0	0.722395676129009	0	0	0.11871613830026	0	0.721783450090939	0.564311783050068	0	0	0	0	0.752091775181154	0.144514563397389	0	0	0.0475692284028012	0	0.079464598105756	0.0765635195495154	0	0
STK10	0	0.328648352287722	0	0	0	0.685345631325969	0.189142360251842	0	0	0.246407644575578	0	0	0	0	0	0	0	0	0	0.576321532928683	0	0.0996734345790661	0.404340826287977	0.277523778079765	0.426357063057948	0	0.185333422424668	0.0824593914103308
UBTD2	0.144616034173824	0.0374249010147188	0	0.120871449723676	0.0844054183944125	0.499983782330105	0	0.269884845214352	0	0	0	0	0.529510089413838	0.40052929406738	0	0	0	0	0.459611060521676	0.149072146271507	0	0	0.0953658758965426	0	0.17437524589235	0	0	0
SH3PXD2B	0.267971072966104	0	0	0	0.713264466385334	0.84358813440411	0	0	0	0	0	0	0	0	0	0	0	0	0.120768255185752	0.785704241211494	0	0	0.52986578074839	0	0.798399012810019	0	0	0
NEURL1B	0.400120651368046	0	0	0.202627259429312	0	0.22310988493523	0	0	0.333860507079768	0	0	0	0.184473105331148	0	0	0	0	0	0.335938267050761	0	0	0	0	0	0	0	0	0
AC022217.2	0.145268135825696	0	0	0	0	0	0	0.0874172399727951	0	0	0	0	0.0645468466205296	0	0	0	0	0	0.0519420855235671	0	0	0	0	0	0	0	0	0
AC022217.3	0.3135250567537	0.199880771680293	0	0.0707494994667263	0.0456804305371558	0.193937558737105	0	0.256974335998194	0	0	0	0	0.224043193607722	0.298186284776959	0	0	0.0790368509791111	0.0357164012512674	0.146855591328931	0.0787875324373352	0	0	0.129852086206178	0	0.260982492515571	0	0	0
DUSP1	0.0529453701562574	0.21870576767407	0.0317708044092253	0	0.114245647251103	0.215628846714814	0	0.283747527139566	0.118656398847968	0	0	0	0.0329302597050343	0.26111260852762	0	0	0	0	0.158752662879009	0.149811276693771	0	0	0.0773468786105856	0	0.271052193122579	0	0	0
ERGIC1	0.149404535751451	0.325280110568258	0	0.0538677636469144	0	0.323172048952438	0	0.109173008778316	0	0	0	0	0.571127552151802	0.514465051410655	0	0	0	0	0.398933371353706	0.410669120112867	0	0	0.192082650835935	0	0.205264738701228	0	0	0
AC008429.3	0.106808710178601	0.0692653765518391	0	0	0	0	0	0.0885776439006397	0	0	0	0	0	0.102759887047427	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL26L1	0.0755705649009426	0.196122889581988	0	0	0	0.150132716904489	0	0.0971358392788571	0	0	0	0	0.041424834112516	0.132006282044766	0.159062819765273	0	0	0	0.091822560032701	0.0828463420836936	0	0	0	0	0	0	0	0
ATP6V0E1	0.0819304018034894	0.3299722256299	0	0	0	0.775142960710729	0	0.295981357742759	0	0	0	0	0.237565629618682	0.256334380070795	0	0	0	0	0.270030829768545	0.473581169470406	0	0	0.168576954270358	0	0.54748271674048	0	0	0
CREBRF	0	0.0932571255389464	0	0	0	0.19086448513678	0	0.306484215753664	0	0.125480955044328	0	0	0.134110456786394	0.109112258596283	0	0	0	0	0.145068620593831	0.135191959724808	0.0366156386213346	0	0.0510842215089226	0	0.318312787283708	0	0	0
BNIP1	0.0321069056909834	0	0	0	0	0.133218083680603	0	0.120335707810505	0	0	0	0	0	0.349546057808104	0	0	0	0	0.0762189314421366	0	0	0	0	0	0	0	0	0
STC2	0	0	0	0	0	0	0	0	0.391500684980443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOD1	0	0.0385527264573051	0	0	0	0.122068620966127	0	0.135433291067617	0	0	0	0	0.11415023965744	0.17545729786911	0	0	0	0	0.177843200461332	0	0	0	0	0	0	0	0	0
LINC01484	0	0	0	0	0	0	0	0	0	0	0	0	0.065178501007405	0	0	0	0.496666950944232	0	0.0366600870576907	0	0	0	0	0	0	0	0	0
AC008674.1	0.147974316647895	0	0	0.245110770509453	0	0	0	0.137116148071558	0	0	0	0	0.0976595770036549	0.0395780602996864	0	0	0	0	0.0677045190442225	0	0	0	0	0	0	0	0	0
LINC01485	0	0	0.0340143252866391	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13847227996538	0	0	0	0	0	0	0	0	0	0	0
